transaction_id,source_account,destination_account,amount,timestamp
TXN_003203,ACC_0293,ACC_0283,4011.99,2026-01-21 12:47:36.853573
TXN_001892,ACC_0106,ACC_0357,3608.69,2026-01-21 12:48:22.955268
TXN_005024,ACC_0118,ACC_0202,424.11,2026-01-21 12:50:44.852412
TXN_007491,ACC_0420,ACC_0172,2603.79,2026-01-21 13:02:56.621401
TXN_004157,ACC_0042,ACC_0458,3852.72,2026-01-21 13:12:15.670208
TXN_003159,ACC_0097,ACC_0468,3762.12,2026-01-21 13:28:34.032607
TXN_003352,ACC_0093,ACC_0199,4983.78,2026-01-21 13:30:37.021420
TXN_007706,ACC_0045,ACC_0435,329.55,2026-01-21 13:30:56.743623
TXN_008071,ACC_0227,ACC_0436,3127.41,2026-01-21 13:33:50.835585
TXN_009021,ACC_0071,ACC_0392,2850.77,2026-01-21 13:39:51.935048
TXN_009819,ACC_0045,ACC_0400,2500.8,2026-01-21 13:42:49.695465
TXN_006761,ACC_0387,ACC_0042,774.68,2026-01-21 13:51:57.544009
TXN_002699,ACC_0246,ACC_0312,3621.5,2026-01-21 13:54:59.039824
TXN_002269,ACC_0365,ACC_0345,3465.77,2026-01-21 14:04:13.945328
TXN_002016,ACC_0201,ACC_0247,3884.71,2026-01-21 14:05:58.762995
TXN_004215,ACC_0451,ACC_0348,3084.01,2026-01-21 14:15:23.436918
TXN_007114,ACC_0453,ACC_0319,1631.5,2026-01-21 14:16:11.345460
TXN_001956,ACC_0175,ACC_0376,2928.48,2026-01-21 14:17:05.028710
TXN_008120,ACC_0426,ACC_0056,2626.88,2026-01-21 14:17:41.795958
TXN_001698,ACC_0110,ACC_0027,2298.85,2026-01-21 14:25:20.727946
TXN_004372,ACC_0161,ACC_0362,4353.41,2026-01-21 14:27:27.698375
TXN_005636,ACC_0196,ACC_0186,4209.61,2026-01-21 14:29:56.255098
TXN_009166,ACC_0175,ACC_0132,4142.33,2026-01-21 14:30:05.302732
